Year,"Fuel Type",State,"Number of Vehicles","Fuel Consumed","Weight Class","Vehicle Type","Engine Configuration","Fleet Estimates",ST
2017,"Liquefied Petroleum Gas (LPG)",Texas,35,42,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",TX
2017,"Liquefied Petroleum Gas (LPG)",Texas,174,298,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",TX
2017,"Liquefied Petroleum Gas (LPG)",Utah,1,0,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",UT
2017,"Liquefied Petroleum Gas (LPG)",Utah,1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",UT
2017,"Liquefied Petroleum Gas (LPG)",Utah,1,0,"Light Duty",SUVs,Non-dedicated,"Propane Fuel Providers",UT
2017,"Liquefied Petroleum Gas (LPG)",Utah,1,2,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",UT
2017,"Liquefied Petroleum Gas (LPG)",Virginia,3,11,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",VA
2017,"Liquefied Petroleum Gas (LPG)",Virginia,5,2,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",VA
2017,"Liquefied Petroleum Gas (LPG)",Virginia,1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",VA
2017,"Liquefied Petroleum Gas (LPG)",Virginia,19,12,"Light Duty",Trucks,Non-dedicated,"Propane Fuel Providers",VA
2017,"Liquefied Petroleum Gas (LPG)",Virginia,1,1,"Medium Duty",Pickups,Dedicated,"Propane Fuel Providers",VA
2017,"Liquefied Petroleum Gas (LPG)",Virginia,11,13,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",VA
2017,"Liquefied Petroleum Gas (LPG)",Virginia,3,5,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",VA
2017,"Liquefied Petroleum Gas (LPG)",Vermont,4,14,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",VT
2017,"Liquefied Petroleum Gas (LPG)",Vermont,3,5,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",VT
2017,"Liquefied Petroleum Gas (LPG)",Washington,17,61,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",WA
2017,"Liquefied Petroleum Gas (LPG)",Washington,2,1,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",WA
2017,"Liquefied Petroleum Gas (LPG)",Washington,1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",WA
2017,"Liquefied Petroleum Gas (LPG)",Washington,1,0,"Light Duty",SUVs,Non-dedicated,"Propane Fuel Providers",WA
2017,"Liquefied Petroleum Gas (LPG)",Washington,1,1,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",WA
2017,"Liquefied Petroleum Gas (LPG)",Washington,4,5,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",WA
2017,"Liquefied Petroleum Gas (LPG)",Washington,9,15,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",WA
2017,"Liquefied Petroleum Gas (LPG)",Wisconsin,12,35,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",WI
2017,"Liquefied Petroleum Gas (LPG)",Wisconsin,27,97,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",WI
2017,"Liquefied Petroleum Gas (LPG)",Wisconsin,18,8,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",WI
2017,"Liquefied Petroleum Gas (LPG)",Wisconsin,10,7,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",WI
2017,"Liquefied Petroleum Gas (LPG)",Wisconsin,18,12,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",WI
2017,"Liquefied Petroleum Gas (LPG)",Wisconsin,17,20,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",WI
2017,"Liquefied Petroleum Gas (LPG)",Wisconsin,18,31,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",WI
2017,"Liquefied Petroleum Gas (LPG)","West Virginia",1,0,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",WV
2017,"Liquefied Petroleum Gas (LPG)","West Virginia",2,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",WV
2017,"Liquefied Petroleum Gas (LPG)","West Virginia",1,1,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",WV
2017,"Liquefied Petroleum Gas (LPG)",Wyoming,2,7,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",WY
2017,"Liquefied Petroleum Gas (LPG)",Wyoming,4,3,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",WY
2017,"Liquefied Petroleum Gas (LPG)",Wyoming,1,1,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",WY
2017,"Liquefied Petroleum Gas (LPG)",Wyoming,1,2,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",WY
2017,"Liquefied Petroleum Gas (LPG)",Arizona,5,1,"Light Duty",Pickups,Non-dedicated,"State Agencies",AZ
2017,"Liquefied Petroleum Gas (LPG)",Arizona,1,1,"Medium Duty",Pickups,Non-dedicated,"State Agencies",AZ
2017,"Liquefied Petroleum Gas (LPG)",California,1,6,"Heavy Duty",Buses,Dedicated,"State Agencies",CA
2017,"Liquefied Petroleum Gas (LPG)",California,12,1,"Light Duty","Low Speed Vehicles",Dedicated,"State Agencies",CA
2017,"Liquefied Petroleum Gas (LPG)",California,1,1,"Light Duty",Trucks,Non-dedicated,"State Agencies",CA
2017,"Liquefied Petroleum Gas (LPG)",California,466,305,"Medium Duty",Pickups,Non-dedicated,"State Agencies",CA
2017,"Liquefied Petroleum Gas (LPG)",California,22,24,"Medium Duty",Pickups,Dedicated,"State Agencies",CA
2017,"Liquefied Petroleum Gas (LPG)",California,18,31,"Medium Duty",Trucks,Dedicated,"State Agencies",CA
2017,"Liquefied Petroleum Gas (LPG)",Florida,11,4,"Light Duty",Pickups,Dedicated,"State Agencies",FL
2017,"Liquefied Petroleum Gas (LPG)",Georgia,2,0,"Light Duty",Pickups,Non-dedicated,"State Agencies",GA
2017,"Liquefied Petroleum Gas (LPG)",Indiana,276,64,"Light Duty",Pickups,Non-dedicated,"State Agencies",IN
2017,"Liquefied Petroleum Gas (LPG)",Indiana,100,65,"Medium Duty",Pickups,Non-dedicated,"State Agencies",IN
2017,"Liquefied Petroleum Gas (LPG)",Michigan,4,0,"Light Duty","Low Speed Vehicles",Dedicated,"State Agencies",MI
2017,"Liquefied Petroleum Gas (LPG)",Michigan,5,1,"Light Duty",Pickups,Non-dedicated,"State Agencies",MI
2017,"Liquefied Petroleum Gas (LPG)",Missouri,3,1,"Light Duty",Pickups,Non-dedicated,"State Agencies",MO
2017,"Liquefied Petroleum Gas (LPG)",Missouri,6,7,"Medium Duty",Trucks,Non-dedicated,"State Agencies",MO
2017,"Liquefied Petroleum Gas (LPG)","New Hampshire",2,5,"Heavy Duty",Trucks,Dedicated,"State Agencies",NH
2017,"Liquefied Petroleum Gas (LPG)","New Jersey",4,1,"Light Duty",Pickups,Non-dedicated,"State Agencies",NJ
2017,"Liquefied Petroleum Gas (LPG)","New Mexico",7,2,"Light Duty",Pickups,Non-dedicated,"State Agencies",NM
2017,"Liquefied Petroleum Gas (LPG)","New Mexico",3,3,"Light Duty",Trucks,Dedicated,"State Agencies",NM
2017,"Liquefied Petroleum Gas (LPG)",Nevada,16,4,"Light Duty",Pickups,Non-dedicated,"State Agencies",NV
2017,"Liquefied Petroleum Gas (LPG)",Nevada,31,12,"Light Duty",Pickups,Dedicated,"State Agencies",NV
2017,"Liquefied Petroleum Gas (LPG)",Ohio,1,0,"Light Duty",Pickups,Non-dedicated,"State Agencies",OH
2017,"Liquefied Petroleum Gas (LPG)",Ohio,3,2,"Medium Duty",Pickups,Non-dedicated,"State Agencies",OH
2017,"Liquefied Petroleum Gas (LPG)",Oklahoma,3,1,"Light Duty",Pickups,Non-dedicated,"State Agencies",OK
2017,"Liquefied Petroleum Gas (LPG)",Oklahoma,1,1,"Medium Duty",Pickups,Non-dedicated,"State Agencies",OK
2017,"Liquefied Petroleum Gas (LPG)",Nevada,11,12,"Light Duty",Trucks,Dedicated,"Propane Fuel Providers",NV
2017,"Liquefied Petroleum Gas (LPG)",Nevada,1,1,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",NV
2017,"Liquefied Petroleum Gas (LPG)",Nevada,17,29,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",NV
2017,"Liquefied Petroleum Gas (LPG)","New York",1,3,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",NY
2017,"Liquefied Petroleum Gas (LPG)","New York",7,25,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",NY
2017,"Liquefied Petroleum Gas (LPG)","New York",33,14,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",NY
2017,"Liquefied Petroleum Gas (LPG)","New York",1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",NY
2017,"Liquefied Petroleum Gas (LPG)","New York",1,1,"Light Duty",Trucks,Non-dedicated,"Propane Fuel Providers",NY
2017,"Liquefied Petroleum Gas (LPG)","New York",6,4,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",NY
2017,"Liquefied Petroleum Gas (LPG)","New York",1,1,"Medium Duty",Pickups,Dedicated,"Propane Fuel Providers",NY
2017,"Liquefied Petroleum Gas (LPG)","New York",1,1,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",NY
2017,"Liquefied Petroleum Gas (LPG)","New York",25,43,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",NY
2017,"Liquefied Petroleum Gas (LPG)",Ohio,10,29,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",OH
2017,"Liquefied Petroleum Gas (LPG)",Ohio,38,137,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",OH
2017,"Liquefied Petroleum Gas (LPG)",Ohio,6,3,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",OH
2017,"Liquefied Petroleum Gas (LPG)",Ohio,23,17,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",OH
2017,"Liquefied Petroleum Gas (LPG)",Ohio,1,1,"Light Duty",Trucks,Non-dedicated,"Propane Fuel Providers",OH
2017,"Liquefied Petroleum Gas (LPG)",Ohio,3,2,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",OH
2017,"Liquefied Petroleum Gas (LPG)",Ohio,50,60,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",OH
2017,"Liquefied Petroleum Gas (LPG)",Ohio,33,57,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",OH
2017,"Liquefied Petroleum Gas (LPG)",Oklahoma,8,23,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",OK
2017,"Liquefied Petroleum Gas (LPG)",Oklahoma,29,104,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",OK
2017,"Liquefied Petroleum Gas (LPG)",Oklahoma,20,9,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",OK
2017,"Liquefied Petroleum Gas (LPG)",Oklahoma,6,4,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",OK
2017,"Liquefied Petroleum Gas (LPG)",Oklahoma,3,2,"Light Duty",Trucks,Non-dedicated,"Propane Fuel Providers",OK
2017,"Liquefied Petroleum Gas (LPG)",Oklahoma,2,1,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",OK
2017,"Liquefied Petroleum Gas (LPG)",Oklahoma,1,1,"Medium Duty",Pickups,Dedicated,"Propane Fuel Providers",OK
2017,"Liquefied Petroleum Gas (LPG)",Oklahoma,87,149,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",OK
2017,"Liquefied Petroleum Gas (LPG)",Oregon,4,14,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",OR
2017,"Liquefied Petroleum Gas (LPG)",Oregon,2,1,"Light Duty","Automobiles (Midsize)",Non-dedicated,"Propane Fuel Providers",OR
2017,"Liquefied Petroleum Gas (LPG)",Oregon,3,2,"Light Duty",SUVs,Dedicated,"Propane Fuel Providers",OR
2017,"Liquefied Petroleum Gas (LPG)",Oregon,5,3,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",OR
2017,"Liquefied Petroleum Gas (LPG)",Oregon,1,1,"Medium Duty",Pickups,Dedicated,"Propane Fuel Providers",OR
2017,"Liquefied Petroleum Gas (LPG)",Oregon,1,1,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",OR
2017,"Liquefied Petroleum Gas (LPG)",Oregon,1,2,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",OR
2017,"Liquefied Petroleum Gas (LPG)",Pennsylvania,1,3,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",PA
2017,"Liquefied Petroleum Gas (LPG)",Pennsylvania,22,79,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",PA
2017,"Liquefied Petroleum Gas (LPG)",Pennsylvania,2,1,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",PA
2017,"Liquefied Petroleum Gas (LPG)",Pennsylvania,1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",PA
2017,"Liquefied Petroleum Gas (LPG)",Pennsylvania,1,0,"Light Duty",SUVs,Non-dedicated,"Propane Fuel Providers",PA
2017,"Liquefied Petroleum Gas (LPG)",Pennsylvania,5,3,"Light Duty",Trucks,Non-dedicated,"Propane Fuel Providers",PA
2017,"Liquefied Petroleum Gas (LPG)",Pennsylvania,1,1,"Light Duty",Trucks,Dedicated,"Propane Fuel Providers",PA
2017,"Liquefied Petroleum Gas (LPG)",Pennsylvania,10,17,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",PA
2017,"Liquefied Petroleum Gas (LPG)","Rhode Island",1,1,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",RI
2017,"Liquefied Petroleum Gas (LPG)","South Carolina",14,50,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",SC
2017,"Liquefied Petroleum Gas (LPG)","South Carolina",6,4,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",SC
2017,"Liquefied Petroleum Gas (LPG)","South Carolina",2,2,"Medium Duty",Pickups,Dedicated,"Propane Fuel Providers",SC
2017,"Liquefied Petroleum Gas (LPG)","South Carolina",8,10,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",SC
2017,"Liquefied Petroleum Gas (LPG)","South Carolina",9,15,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",SC
2017,"Liquefied Petroleum Gas (LPG)","South Dakota",10,7,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",SD
2017,"Liquefied Petroleum Gas (LPG)","South Dakota",20,34,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",SD
2017,"Liquefied Petroleum Gas (LPG)",Tennessee,27,78,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",TN
2017,"Liquefied Petroleum Gas (LPG)",Tennessee,2,7,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",TN
2017,"Liquefied Petroleum Gas (LPG)",Tennessee,1,0,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",TN
2017,"Liquefied Petroleum Gas (LPG)",Tennessee,3,2,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",TN
2017,"Liquefied Petroleum Gas (LPG)",Tennessee,3,5,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",TN
2017,"Liquefied Petroleum Gas (LPG)",Texas,3,9,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",TX
2017,"Liquefied Petroleum Gas (LPG)",Texas,46,166,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",TX
2017,"Liquefied Petroleum Gas (LPG)",Texas,8,3,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",TX
2017,"Liquefied Petroleum Gas (LPG)",Texas,4,3,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",TX
2017,"Liquefied Petroleum Gas (LPG)",Texas,2,1,"Light Duty",SUVs,Non-dedicated,"Propane Fuel Providers",TX
2017,"Liquefied Petroleum Gas (LPG)",Texas,4,3,"Light Duty",Trucks,Non-dedicated,"Propane Fuel Providers",TX
2017,"Liquefied Petroleum Gas (LPG)",Texas,10,11,"Light Duty",Trucks,Dedicated,"Propane Fuel Providers",TX
2017,"Liquefied Petroleum Gas (LPG)",Texas,12,8,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",TX
2017,"Liquefied Petroleum Gas (LPG)",Michigan,14,24,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",MI
2017,"Liquefied Petroleum Gas (LPG)",Minnesota,5,14,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",MN
2017,"Liquefied Petroleum Gas (LPG)",Minnesota,12,43,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",MN
2017,"Liquefied Petroleum Gas (LPG)",Minnesota,9,4,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",MN
2017,"Liquefied Petroleum Gas (LPG)",Minnesota,7,5,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",MN
2017,"Liquefied Petroleum Gas (LPG)",Minnesota,1,0,"Light Duty",SUVs,Non-dedicated,"Propane Fuel Providers",MN
2017,"Liquefied Petroleum Gas (LPG)",Minnesota,3,2,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",MN
2017,"Liquefied Petroleum Gas (LPG)",Minnesota,3,4,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",MN
2017,"Liquefied Petroleum Gas (LPG)",Minnesota,12,21,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",MN
2017,"Liquefied Petroleum Gas (LPG)",Missouri,4,12,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",MO
2017,"Liquefied Petroleum Gas (LPG)",Missouri,31,112,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",MO
2017,"Liquefied Petroleum Gas (LPG)",Missouri,9,4,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",MO
2017,"Liquefied Petroleum Gas (LPG)",Missouri,13,9,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",MO
2017,"Liquefied Petroleum Gas (LPG)",Missouri,1,0,"Light Duty",SUVs,Non-dedicated,"Propane Fuel Providers",MO
2017,"Liquefied Petroleum Gas (LPG)",Missouri,2,2,"Light Duty",Trucks,Dedicated,"Propane Fuel Providers",MO
2017,"Liquefied Petroleum Gas (LPG)",Missouri,23,15,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",MO
2017,"Liquefied Petroleum Gas (LPG)",Missouri,29,32,"Medium Duty",Pickups,Dedicated,"Propane Fuel Providers",MO
2017,"Liquefied Petroleum Gas (LPG)",Missouri,27,32,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",MO
2017,"Liquefied Petroleum Gas (LPG)",Missouri,16,27,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",MO
2017,"Liquefied Petroleum Gas (LPG)",Mississippi,37,133,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",MS
2017,"Liquefied Petroleum Gas (LPG)",Mississippi,34,15,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",MS
2017,"Liquefied Petroleum Gas (LPG)",Mississippi,6,4,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",MS
2017,"Liquefied Petroleum Gas (LPG)",Mississippi,37,44,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",MS
2017,"Liquefied Petroleum Gas (LPG)",Mississippi,4,7,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",MS
2017,"Liquefied Petroleum Gas (LPG)","North Carolina",13,37,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",NC
2017,"Liquefied Petroleum Gas (LPG)","North Carolina",20,72,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",NC
2017,"Liquefied Petroleum Gas (LPG)","North Carolina",1,2,"Light Duty","Automobiles (Fullsize)",Dedicated,"Propane Fuel Providers",NC
2017,"Liquefied Petroleum Gas (LPG)","North Carolina",17,7,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",NC
2017,"Liquefied Petroleum Gas (LPG)","North Carolina",18,13,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",NC
2017,"Liquefied Petroleum Gas (LPG)","North Carolina",29,19,"Light Duty",Trucks,Non-dedicated,"Propane Fuel Providers",NC
2017,"Liquefied Petroleum Gas (LPG)","North Carolina",2,1,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",NC
2017,"Liquefied Petroleum Gas (LPG)","North Carolina",6,7,"Medium Duty",Pickups,Dedicated,"Propane Fuel Providers",NC
2017,"Liquefied Petroleum Gas (LPG)","North Carolina",52,62,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",NC
2017,"Liquefied Petroleum Gas (LPG)","North Carolina",57,98,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",NC
2017,"Liquefied Petroleum Gas (LPG)","North Dakota",2,1,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",ND
2017,"Liquefied Petroleum Gas (LPG)","North Dakota",1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",ND
2017,"Liquefied Petroleum Gas (LPG)","North Dakota",1,1,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",ND
2017,"Liquefied Petroleum Gas (LPG)","North Dakota",1,2,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",ND
2017,"Liquefied Petroleum Gas (LPG)",Nebraska,3,11,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",NE
2017,"Liquefied Petroleum Gas (LPG)",Nebraska,5,2,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",NE
2017,"Liquefied Petroleum Gas (LPG)",Nebraska,1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",NE
2017,"Liquefied Petroleum Gas (LPG)",Nebraska,1,1,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",NE
2017,"Liquefied Petroleum Gas (LPG)",Nebraska,1,2,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",NE
2017,"Liquefied Petroleum Gas (LPG)","New Hampshire",26,94,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",NH
2017,"Liquefied Petroleum Gas (LPG)","New Hampshire",11,5,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",NH
2017,"Liquefied Petroleum Gas (LPG)","New Hampshire",3,3,"Light Duty",Trucks,Dedicated,"Propane Fuel Providers",NH
2017,"Liquefied Petroleum Gas (LPG)","New Hampshire",34,22,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",NH
2017,"Liquefied Petroleum Gas (LPG)","New Hampshire",28,31,"Medium Duty",Pickups,Dedicated,"Propane Fuel Providers",NH
2017,"Liquefied Petroleum Gas (LPG)","New Hampshire",2,3,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",NH
2017,"Liquefied Petroleum Gas (LPG)","New Jersey",1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",NJ
2017,"Liquefied Petroleum Gas (LPG)","New Jersey",1,2,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",NJ
2017,"Liquefied Petroleum Gas (LPG)","New Mexico",11,32,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",NM
2017,"Liquefied Petroleum Gas (LPG)","New Mexico",1,4,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",NM
2017,"Liquefied Petroleum Gas (LPG)","New Mexico",11,5,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",NM
2017,"Liquefied Petroleum Gas (LPG)","New Mexico",2,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",NM
2017,"Liquefied Petroleum Gas (LPG)","New Mexico",16,10,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",NM
2017,"Liquefied Petroleum Gas (LPG)","New Mexico",56,67,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",NM
2017,"Liquefied Petroleum Gas (LPG)","New Mexico",8,14,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",NM
2017,"Liquefied Petroleum Gas (LPG)",Nevada,2,7,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",NV
2017,"Liquefied Petroleum Gas (LPG)",Illinois,1,0,"Light Duty",Pickups,Non-dedicated,"Electricity Providers",IL
2017,"Liquefied Petroleum Gas (LPG)",Illinois,1,1,"Medium Duty",Pickups,Non-dedicated,"Electricity Providers",IL
2017,"Liquefied Petroleum Gas (LPG)",Wisconsin,1,2,"Medium Duty",Trucks,Dedicated,"Natural Gas Providers",WI
2017,"Liquefied Petroleum Gas (LPG)",Nevada,2,1,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",NV
2017,"Liquefied Petroleum Gas (LPG)",Nevada,1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",NV
2017,"Liquefied Petroleum Gas (LPG)",Georgia,32,55,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",GA
2017,"Liquefied Petroleum Gas (LPG)",Hawaii,1,1,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",HI
2017,"Liquefied Petroleum Gas (LPG)",Hawaii,1,1,"Medium Duty",Pickups,Dedicated,"Propane Fuel Providers",HI
2017,"Liquefied Petroleum Gas (LPG)",Iowa,2,7,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",IA
2017,"Liquefied Petroleum Gas (LPG)",Iowa,7,3,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",IA
2017,"Liquefied Petroleum Gas (LPG)",Iowa,5,4,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",IA
2017,"Liquefied Petroleum Gas (LPG)",Iowa,1,1,"Medium Duty",Pickups,Dedicated,"Propane Fuel Providers",IA
2017,"Liquefied Petroleum Gas (LPG)",Iowa,2,3,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",IA
2017,"Liquefied Petroleum Gas (LPG)",Idaho,2,7,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",ID
2017,"Liquefied Petroleum Gas (LPG)",Idaho,1,2,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",ID
2017,"Liquefied Petroleum Gas (LPG)",Illinois,3,9,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",IL
2017,"Liquefied Petroleum Gas (LPG)",Illinois,15,54,"Heavy Duty",Trucks,Dedicated,"Propane Fuel Providers",IL
2017,"Liquefied Petroleum Gas (LPG)",Illinois,27,12,"Light Duty",Pickups,Non-dedicated,"Propane Fuel Providers",IL
2017,"Liquefied Petroleum Gas (LPG)",Illinois,7,5,"Light Duty",Pickups,Dedicated,"Propane Fuel Providers",IL
2017,"Liquefied Petroleum Gas (LPG)",Illinois,8,5,"Medium Duty",Pickups,Non-dedicated,"Propane Fuel Providers",IL
2017,"Liquefied Petroleum Gas (LPG)",Illinois,10,11,"Medium Duty",Pickups,Dedicated,"Propane Fuel Providers",IL
2017,"Liquefied Petroleum Gas (LPG)",Illinois,11,13,"Medium Duty",Trucks,Non-dedicated,"Propane Fuel Providers",IL
2017,"Liquefied Petroleum Gas (LPG)",Illinois,14,24,"Medium Duty",Trucks,Dedicated,"Propane Fuel Providers",IL
2017,"Liquefied Petroleum Gas (LPG)",Indiana,2,6,"Heavy Duty",Trucks,Non-dedicated,"Propane Fuel Providers",IN
