Year,"Fuel Type",State,"Number of Vehicles","Fuel Consumed","Weight Class","Vehicle Type","Engine Configuration","Fleet Estimates",ST
2003,"Liquefied Petroleum Gas (LPG)",Massachusetts,0,0,"Light Duty","Low Speed Vehicles",Non-dedicated,"Natural Gas Providers",MA
2003,"Liquefied Petroleum Gas (LPG)",Nevada,0,0,"Light Duty",Motorcycles,Non-dedicated,"Natural Gas Providers",NV
2003,"Liquefied Petroleum Gas (LPG)",Nevada,0,0,"Light Duty",Motorcycles,Dedicated,"Natural Gas Providers",NV
2003,"Liquefied Petroleum Gas (LPG)",Nevada,0,0,"Light Duty",Motorcycles,Non-dedicated,"Natural Gas Providers",NV
2003,"Liquefied Petroleum Gas (LPG)",Nevada,0,0,"Light Duty","Low Speed Vehicles",Non-dedicated,"Natural Gas Providers",NV
2003,"Liquefied Petroleum Gas (LPG)",Nevada,0,0,"Light Duty","Low Speed Vehicles",Dedicated,"Natural Gas Providers",NV
2003,"Liquefied Petroleum Gas (LPG)",Nevada,0,0,"Light Duty","Low Speed Vehicles",Non-dedicated,"Natural Gas Providers",NV
2003,"Liquefied Petroleum Gas (LPG)",Nevada,0,0,"Light Duty","Low Speed Vehicles",Non-dedicated,"Natural Gas Providers",NV
2003,"Liquefied Petroleum Gas (LPG)",Nevada,0,0,"Light Duty","Other Vehicles",Non-dedicated,"Natural Gas Providers",NV
2003,"Liquefied Petroleum Gas (LPG)",Nevada,0,0,"Light Duty","Other Vehicles",Dedicated,"Natural Gas Providers",NV
